Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
418,70,RL,86.0,22420,IR1,Inside,Crawfor,1Fam,2Story,6,6,1918,1950,Hip,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,No,BLQ,1128,242,1370,TA,1370,1254,2624,1,2,1,4,TA,10,1,Detchd,1918.0,Unf,3,864,0,0,11,2007,WD,Normal,239000
419,50,RL,60.0,8160,Reg,Inside,Edwards,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,ALQ,312,444,756,Fa,756,378,1134,1,1,1,3,TA,7,0,Detchd,1940.0,Unf,1,240,0,0,4,2007,WD,AdjLand,126000
420,20,RL,65.0,8450,Reg,Inside,NAmes,1Fam,1Story,5,6,1968,1968,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,775,281,1056,Ex,1056,0,1056,1,1,0,3,TA,6,1,Attchd,1968.0,Unf,1,304,0,85,7,2010,WD,Normal,142000
421,90,RM,78.0,7060,Reg,Inside,Mitchel,Duplex,SFoyer,7,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,GLQ,1309,35,1344,Ex,1344,0,1344,2,2,0,2,TA,8,0,Attchd,1997.0,Fin,4,784,0,0,11,2008,WD,Alloca,206300
423,20,RL,100.0,21750,Reg,Inside,Mitchel,1Fam,1Story,5,5,1954,1954,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Unf,0,988,988,Ex,988,0,988,0,1,0,2,TA,4,0,Attchd,1954.0,RFn,2,520,0,0,2,2008,WD,Normal,113000
424,60,RL,80.0,9200,Reg,Inside,NoRidge,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,No,GLQ,986,484,1470,Gd,1470,1160,2630,1,2,1,4,Gd,8,1,Attchd,1998.0,Fin,3,696,0,66,6,2008,WD,Normal,315000
425,20,RL,72.0,9000,Reg,Inside,NAmes,1Fam,1Story,6,5,1956,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,No,LwQ,616,580,1196,Gd,1196,0,1196,1,1,0,2,TA,6,1,Attchd,1956.0,RFn,1,297,0,44,5,2008,WD,Normal,139000
426,60,RM,60.0,3378,Reg,Inside,OldTown,1Fam,2Story,7,8,1946,1992,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,651,651,Gd,707,682,1389,0,1,1,3,TA,6,2,Detchd,1947.0,Unf,1,240,0,0,9,2009,WD,Normal,135000
428,20,RL,77.0,8593,IR1,Inside,NAmes,1Fam,1Story,4,6,1957,1957,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,288,619,907,Ex,907,0,907,0,1,0,3,TA,5,0,Detchd,1964.0,Unf,1,352,0,0,7,2008,WD,Normal,109008
429,20,RL,64.0,6762,Reg,Inside,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,No,GLQ,664,544,1208,Ex,1208,0,1208,1,2,0,2,Gd,6,0,Attchd,2007.0,RFn,2,628,105,54,9,2007,New,Partial,195400
430,20,RL,130.0,11457,IR1,Corner,Timber,1Fam,1Story,6,5,1988,1988,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,Mn,GLQ,1005,387,1392,TA,1412,0,1412,1,2,0,3,Gd,6,1,Attchd,1988.0,Unf,2,576,0,0,3,2009,WD,Normal,175000
431,160,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,No,ALQ,387,96,483,TA,483,504,987,0,1,1,2,TA,4,0,Detchd,1971.0,Unf,1,264,0,0,7,2008,COD,Abnorml,85400
433,160,RM,24.0,1920,Reg,Inside,BrDale,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,No,ALQ,471,294,765,Ex,765,600,1365,1,1,1,2,TA,6,0,Detchd,1971.0,Unf,2,440,240,36,8,2007,WD,Normal,122500
434,60,RL,100.0,10839,IR1,Corner,Gilbert,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,926,926,Ex,926,678,1604,0,2,1,3,TA,7,1,Attchd,1997.0,Fin,2,470,0,36,7,2008,WD,Normal,181000
436,60,RL,43.0,10667,IR2,CulDSac,CollgCr,1Fam,2Story,7,6,1996,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,385,70,799,Ex,827,834,1661,1,2,1,3,Gd,6,1,Attchd,1996.0,RFn,2,550,158,61,4,2009,ConLw,Normal,212000
437,50,RM,40.0,4400,Reg,Inside,OldTown,1Fam,1.5Fin,6,8,1920,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,648,648,TA,734,384,1118,0,1,0,2,TA,6,0,Detchd,1990.0,Unf,2,440,0,0,10,2006,WD,Normal,116000
438,45,RM,50.0,6000,Reg,Inside,BrkSide,1Fam,1.5Unf,6,7,1926,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,No,Unf,0,884,884,Gd,904,0,904,0,1,0,2,TA,4,0,Detchd,1926.0,Unf,1,180,0,0,1,2009,WD,Normal,119000
439,30,RL,40.0,4280,Reg,Inside,Crawfor,1Fam,1Story,5,6,1913,2002,Gable,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,No,LwQ,365,75,440,TA,694,0,694,0,1,0,2,Gd,4,1,Detchd,1990.0,Unf,1,352,0,0,3,2007,WD,Normal,90350
440,50,RL,67.0,12354,Reg,Corner,Edwards,1Fam,1.5Fin,6,8,1920,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Mn,Unf,0,684,684,Gd,684,512,1196,0,1,0,3,Gd,7,0,Detchd,2005.0,Unf,2,528,0,46,8,2009,ConLI,Normal,110000
441,20,RL,105.0,15431,Reg,Inside,NridgHt,1Fam,1Story,10,5,2008,2008,Hip,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,Gd,GLQ,1767,788,3094,Ex,2402,0,2402,1,2,0,2,Ex,10,2,Attchd,2008.0,Fin,3,672,0,72,4,2009,WD,Normal,555000
443,50,RM,52.0,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,Unf,0,1078,1078,TA,1128,445,1573,0,2,0,3,TA,8,1,Detchd,1930.0,Unf,2,360,0,0,6,2008,WD,Normal,162900
444,120,RL,53.0,3922,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,2007,Gable,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,Av,Unf,0,1258,1258,Ex,1258,0,1258,0,2,0,2,Gd,6,1,Attchd,2007.0,Fin,3,648,144,16,6,2007,New,Partial,172500
445,60,RL,70.0,8750,Reg,Inside,CollgCr,1Fam,2Story,7,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,No,GLQ,642,273,915,Ex,933,975,1908,1,2,1,4,Gd,8,1,Attchd,1994.0,Unf,2,493,144,133,7,2008,WD,Normal,210000
446,20,RL,73.0,9855,Reg,Corner,Edwards,1Fam,1Story,6,5,1956,1956,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Unf,0,1436,1436,Fa,1689,0,1689,0,1,0,3,TA,7,1,Attchd,1956.0,Unf,2,480,0,0,11,2009,COD,Normal,127500
447,20,RL,137.0,16492,IR1,Corner,NAmes,1Fam,1Story,6,6,1966,2002,Gable,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,No,ALQ,247,557,1517,Ex,1888,0,1888,0,2,1,2,Gd,6,1,Attchd,1966.0,Fin,2,578,0,0,6,2010,WD,Normal,190000
449,50,RM,50.0,8600,Reg,Inside,IDOTRR,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,780,780,TA,780,596,1376,0,2,0,3,TA,7,1,Detchd,1937.0,Unf,1,198,0,0,6,2006,WD,Normal,119500
450,50,RM,50.0,6000,Reg,Inside,OldTown,1Fam,1.5Fin,3,7,1948,2002,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,331,318,649,Ex,679,504,1183,0,1,1,2,TA,6,0,Detchd,1981.0,Unf,1,308,0,176,6,2007,WD,Normal,120000
451,30,RM,70.0,5684,Reg,Inside,OldTown,1Fam,1Story,6,8,1930,2005,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,813,813,Ex,813,0,813,0,1,0,2,Gd,5,0,Detchd,1932.0,Unf,1,270,0,113,6,2006,WD,Normal,110000
452,20,RL,62.0,70761,IR1,Inside,ClearCr,1Fam,1Story,7,5,1975,1975,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,ALQ,655,878,1533,TA,1533,0,1533,1,2,0,2,Gd,5,2,Attchd,1975.0,Unf,2,576,200,54,12,2006,WD,Normal,280000
454,60,FV,75.0,9000,Reg,Inside,Somerst,1Fam,2Story,8,5,2008,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,768,768,Ex,786,804,1590,0,2,1,3,Gd,6,0,Attchd,2008.0,RFn,2,676,0,30,6,2009,WD,Normal,210000
455,90,RL,63.0,9297,Reg,Inside,Mitchel,Duplex,1Story,5,5,1976,1976,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,1606,122,1728,TA,1728,0,1728,2,2,0,4,TA,8,0,Detchd,1976.0,Unf,2,560,0,0,7,2006,WD,Family,188000
456,20,RL,80.0,9600,Reg,Inside,NWAmes,1Fam,1Story,7,6,1973,1973,Hip,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,No,ALQ,916,326,1242,Fa,1242,0,1242,0,1,1,3,TA,6,1,Attchd,1973.0,Unf,2,528,0,0,9,2007,WD,Normal,175500
457,70,RM,34.0,4571,Reg,Inside,OldTown,1Fam,2Story,5,5,1916,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,624,624,Fa,624,720,1344,0,1,0,4,TA,7,0,Detchd,1916.0,Unf,3,513,0,0,5,2008,COD,Abnorml,98000
461,60,FV,75.0,8004,IR1,Inside,Somerst,1Fam,2Story,8,5,2009,2009,Gable,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,No,GLQ,544,288,832,Ex,832,1103,1935,1,2,1,3,TA,8,0,BuiltIn,2009.0,Fin,2,552,0,150,12,2009,New,Partial,263435
462,70,RL,60.0,7200,Reg,Inside,SWISU,1Fam,2Story,7,9,1936,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,No,ALQ,350,0,560,Ex,575,560,1135,1,1,0,3,Gd,6,0,Detchd,1971.0,RFn,2,576,256,0,4,2009,WD,Normal,155000
463,20,RL,60.0,8281,IR1,Inside,Sawyer,1Fam,1Story,5,5,1965,1965,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,553,0,864,Gd,864,0,864,0,1,0,3,TA,5,1,Detchd,1965.0,Unf,1,360,0,0,12,2009,WD,Normal,62383
464,70,RL,74.0,11988,IR1,Inside,Crawfor,1Fam,2Story,6,7,1934,1995,Hip,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,No,LwQ,326,389,715,Fa,849,811,1660,0,1,1,3,TA,6,1,Detchd,1939.0,Unf,1,240,0,0,8,2008,WD,Normal,188700
467,20,RL,85.0,10628,Reg,Inside,NAmes,1Fam,1Story,7,5,1970,1970,Flat,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,GLQ,778,499,1277,TA,1277,0,1277,1,1,0,2,TA,5,1,Attchd,1970.0,Unf,2,526,0,0,4,2007,WD,Normal,167000
468,70,RL,79.0,9480,Reg,Inside,NAmes,1Fam,2Story,5,7,1942,1995,Gable,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,No,LwQ,386,342,728,Ex,888,756,1644,0,1,1,3,Gd,7,2,Attchd,1942.0,Unf,1,312,168,0,6,2007,WD,Normal,146500
469,20,RL,98.0,11428,IR1,Inside,NridgHt,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,No,Unf,0,1626,1626,Ex,1634,0,1634,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,3,866,0,44,5,2007,WD,Normal,250000
470,60,RL,76.0,9291,IR1,Corner,SawyerW,1Fam,2Story,6,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,No,GLQ,426,406,832,Ex,832,878,1710,0,2,1,3,Gd,7,0,Attchd,1993.0,RFn,2,506,144,70,6,2008,WD,Normal,187000
472,60,RL,92.0,11952,Reg,Inside,NWAmes,1Fam,2Story,7,6,1977,1977,Mansard,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,No,Unf,0,808,808,TA,1161,808,1969,0,2,1,3,TA,8,1,Attchd,1977.0,RFn,2,534,0,0,11,2007,WD,Normal,190000
473,180,RM,35.0,3675,Reg,Inside,Edwards,TwnhsE,SLvl,6,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,Gd,GLQ,459,88,547,Ex,1072,0,1072,1,1,0,2,TA,5,0,Basment,2005.0,RFn,2,525,0,28,6,2008,WD,Normal,148000
474,20,RL,110.0,14977,IR1,Inside,NridgHt,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,Gd,GLQ,1350,626,1976,Ex,1976,0,1976,1,2,0,2,Gd,7,1,Attchd,2006.0,RFn,3,908,250,63,7,2007,New,Partial,440000
475,120,RL,41.0,5330,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,1196,298,1494,Ex,1652,0,1652,1,2,0,2,Ex,6,0,Attchd,2000.0,RFn,2,499,96,48,8,2007,WD,Normal,251000
476,20,RL,80.0,8480,Reg,Corner,Sawyer,1Fam,1Story,5,6,1963,1963,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,GLQ,630,340,970,TA,970,0,970,1,1,0,2,TA,5,0,Detchd,1996.0,Unf,2,624,0,24,7,2007,WD,Normal,132500
477,20,RL,75.0,13125,Reg,Inside,CollgCr,1Fam,1Story,6,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,Gd,GLQ,994,484,1478,Ex,1493,0,1493,1,2,0,3,Gd,7,1,Attchd,1997.0,Fin,2,508,140,39,4,2008,WD,Normal,208900
478,60,RL,105.0,13693,Reg,Inside,NridgHt,1Fam,2Story,9,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,Av,Unf,0,2153,2153,Ex,2069,574,2643,0,2,1,3,Ex,9,1,BuiltIn,2006.0,Fin,3,694,414,84,3,2007,WD,Normal,380000
479,20,RL,79.0,10637,Reg,Inside,CollgCr,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,Gd,GLQ,1288,417,1705,Ex,1718,0,1718,1,2,0,3,Gd,7,1,Attchd,2007.0,RFn,3,826,208,44,9,2009,WD,Normal,297000
480,30,RM,50.0,5925,Reg,Inside,OldTown,1Fam,1Story,4,7,1937,2000,Hip,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,No,Rec,168,739,907,TA,1131,0,1131,0,1,0,2,TA,7,0,Detchd,1995.0,Unf,2,672,0,72,3,2007,WD,Alloca,89471
481,20,RL,98.0,16033,IR1,FR2,NridgHt,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,Gd,GLQ,1261,572,1833,Ex,1850,0,1850,1,2,0,3,Gd,8,1,Attchd,2004.0,Fin,3,772,519,112,3,2006,WD,Normal,326000
482,20,RL,72.0,11846,IR1,Inside,NridgHt,1Fam,1Story,9,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,Gd,GLQ,1567,225,1792,Ex,1792,0,1792,1,2,0,2,Ex,6,1,Attchd,2003.0,Fin,3,874,206,49,8,2006,WD,Normal,374000
483,70,RM,50.0,2500,Reg,Corner,OldTown,1Fam,2Story,7,8,1915,2005,Gable,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,No,ALQ,299,611,910,Ex,916,910,1826,1,1,1,4,Ex,7,1,Attchd,1915.0,Unf,1,164,0,0,6,2009,WD,Normal,155000
484,120,RM,32.0,4500,Reg,FR2,Mitchel,Twnhs,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,No,GLQ,897,319,1216,Ex,1216,0,1216,1,2,0,2,TA,5,0,Attchd,1998.0,Unf,2,402,0,125,5,2006,WD,Normal,164000
486,20,RL,80.0,9600,Reg,Inside,NAmes,1Fam,1Story,5,7,1950,2007,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,No,ALQ,607,506,1113,Gd,1113,0,1113,0,1,0,3,Gd,5,1,Attchd,1950.0,Unf,1,264,0,80,7,2009,WD,Normal,147000
487,20,RL,79.0,10289,Reg,Inside,NAmes,1Fam,1Story,5,7,1965,1965,Hip,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,No,ALQ,836,237,1073,TA,1073,0,1073,1,1,1,3,TA,6,0,Attchd,1965.0,RFn,2,515,0,0,6,2007,WD,Normal,156000
488,20,RL,70.0,12243,IR1,Inside,NWAmes,1Fam,1Story,5,6,1971,1971,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Av,ALQ,998,486,1484,Gd,1484,0,1484,0,2,0,3,TA,7,1,Attchd,1971.0,Unf,2,487,224,0,2,2007,WD,Normal,175000
489,190,RL,60.0,10800,Reg,Corner,OldTown,2fmCon,1.5Fin,5,4,1900,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,No,BLQ,664,290,954,TA,1766,648,2414,0,2,0,3,TA,10,1,Attchd,1970.0,Unf,2,520,142,0,5,2006,ConLD,Normal,160000
490,180,RM,21.0,1526,Reg,Inside,MeadowV,Twnhs,SFoyer,4,8,1970,2002,Gable,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,Av,GLQ,515,115,630,TA,630,0,630,1,1,0,1,Gd,3,0,Attchd,1970.0,Unf,1,286,0,0,5,2009,WD,Normal,86000
492,50,RL,79.0,9490,Reg,Inside,NAmes,1Fam,1.5Fin,6,7,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,BLQ,403,238,806,TA,958,620,1578,1,1,0,3,Fa,5,2,Attchd,1941.0,Unf,1,240,0,0,8,2006,WD,Normal,133000
493,60,RL,105.0,15578,IR1,Corner,Gilbert,1Fam,2Story,6,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,728,728,Gd,728,728,1456,0,2,1,3,TA,8,0,Attchd,2006.0,RFn,2,429,0,0,5,2006,New,Partial,172785
494,20,RL,70.0,7931,Reg,Inside,NAmes,1Fam,1Story,5,6,1960,1960,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,BLQ,374,363,1269,TA,1269,0,1269,0,1,1,3,TA,6,1,Detchd,1964.0,Unf,1,308,0,0,6,2008,WD,Normal,155000
495,30,RM,50.0,5784,Reg,Inside,OldTown,1Fam,1Story,5,8,1938,1996,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,190,190,Gd,886,0,886,0,1,0,2,TA,4,0,Attchd,1938.0,Unf,1,273,144,20,12,2009,WD,Normal,91300
498,50,RL,60.0,9120,Reg,Inside,BrkSide,1Fam,1.5Fin,7,6,1925,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,No,Rec,329,697,1026,Ex,1133,687,1820,1,2,0,4,TA,8,0,Detchd,1925.0,Unf,1,240,0,100,6,2008,WD,Normal,184000
499,20,RL,65.0,7800,Reg,Inside,Sawyer,1Fam,1Story,5,7,1967,2004,Hip,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,No,ALQ,450,414,864,Ex,899,0,899,0,1,0,3,Gd,5,0,Attchd,1967.0,Fin,1,288,64,0,6,2009,WD,Normal,130000
500,20,RL,70.0,7535,IR1,Inside,NAmes,1Fam,1Story,5,7,1958,1985,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,111,522,912,Fa,912,0,912,0,1,0,2,TA,5,0,Attchd,1958.0,Fin,1,297,12,285,6,2007,WD,Normal,120000
501,160,RM,21.0,1890,Reg,Inside,BrDale,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,No,BLQ,356,316,672,TA,672,546,1218,0,1,1,3,TA,7,0,Detchd,1973.0,Unf,1,264,144,28,5,2007,WD,Normal,113000
502,60,FV,75.0,9803,Reg,Inside,Somerst,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,400,466,866,Gd,866,902,1768,0,2,1,3,Gd,7,0,Attchd,2005.0,RFn,2,603,0,108,2,2008,WD,Normal,226700
503,20,RL,70.0,9170,Reg,Corner,Edwards,1Fam,1Story,5,7,1965,1965,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,698,420,1214,Ex,1214,0,1214,1,1,0,2,TA,6,0,Detchd,1965.0,Unf,2,461,0,0,4,2007,WD,Normal,140000
504,20,RL,100.0,15602,IR1,Inside,Crawfor,1Fam,1Story,7,8,1959,1997,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,ALQ,1247,254,1501,TA,1801,0,1801,1,2,0,1,TA,6,2,Attchd,1959.0,Fin,2,484,0,54,3,2010,WD,Normal,289000
505,160,RL,24.0,2308,Reg,Inside,NPkVill,TwnhsE,2Story,6,5,1974,1974,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,ALQ,257,103,855,TA,855,467,1322,0,2,1,3,TA,6,1,Attchd,1974.0,Unf,2,440,260,0,6,2009,WD,Normal,147000
506,90,RM,60.0,7596,Reg,Inside,OldTown,Duplex,2Story,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,TA,No,Unf,0,960,960,Gd,960,1000,1960,0,2,0,4,TA,10,0,Detchd,1952.0,Unf,2,400,0,0,7,2009,COD,Normal,124500
507,60,RL,80.0,9554,IR1,Inside,SawyerW,1Fam,2Story,8,5,1993,1994,Gable,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,No,GLQ,380,397,777,Ex,1065,846,1911,0,2,1,3,Gd,8,1,Attchd,1993.0,RFn,2,471,182,81,9,2006,WD,Normal,215000
508,20,FV,75.0,7862,IR1,Inside,Somerst,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,27,1191,1218,Ex,1218,0,1218,0,2,0,2,Gd,4,0,Attchd,2009.0,Fin,2,676,0,102,9,2009,New,Partial,208300
509,70,RM,60.0,9600,Reg,Inside,OldTown,1Fam,2Story,7,9,1928,2005,Gambrel,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,No,Rec,141,548,689,Ex,689,689,1378,0,2,0,3,Gd,7,1,Detchd,1928.0,Unf,2,360,0,0,10,2008,WD,Normal,161000
510,20,RL,80.0,9600,Reg,Corner,NAmes,1Fam,1Story,5,6,1959,1959,Gable,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,No,ALQ,991,50,1041,Ex,1041,0,1041,1,1,0,3,TA,6,0,Attchd,1959.0,RFn,1,270,224,88,7,2009,WD,Normal,124500
511,20,RL,75.0,14559,Reg,Inside,NAmes,1Fam,1Story,5,7,1951,2000,Hip,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,No,BLQ,650,178,1008,Ex,1363,0,1363,1,1,0,2,TA,6,2,CarPort,1951.0,Unf,1,288,324,42,6,2009,WD,Normal,164900
512,120,RL,40.0,6792,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,No,Unf,0,1368,1368,Ex,1368,0,1368,0,2,0,2,Gd,6,1,Attchd,2005.0,RFn,2,474,132,35,3,2006,New,Partial,202665
513,20,RL,70.0,9100,Reg,Corner,NAmes,1Fam,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,521,169,864,TA,864,0,864,1,1,0,3,TA,5,0,Detchd,1964.0,Unf,2,624,0,0,7,2006,WD,Normal,129900
514,20,RL,71.0,9187,Reg,Corner,Mitchel,1Fam,1Story,6,5,1983,1983,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,No,ALQ,336,748,1084,TA,1080,0,1080,0,1,1,3,TA,5,0,Attchd,1983.0,Unf,2,484,120,0,6,2007,WD,Normal,134000
515,45,RL,55.0,10594,Reg,Inside,Crawfor,1Fam,1.5Unf,5,5,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,768,768,Fa,789,0,789,0,1,0,2,TA,5,0,Detchd,1926.0,Unf,1,200,0,0,6,2007,WD,Normal,96500
516,20,RL,94.0,12220,Reg,Inside,NridgHt,1Fam,1Story,10,5,2009,2009,Hip,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,Ex,No,GLQ,1436,570,2006,Ex,2020,0,2020,1,2,1,3,Ex,9,1,Attchd,2009.0,Fin,3,900,156,54,9,2009,New,Partial,402861
518,60,RL,79.0,10208,IR1,Inside,NoRidge,1Fam,2Story,7,5,1996,1997,Gable,VinylSd,VinylSd,BrkFace,921.0,Gd,TA,PConc,Gd,No,Unf,0,1264,1264,Ex,1277,1067,2344,0,2,1,3,Gd,7,1,Attchd,1996.0,RFn,3,889,220,0,7,2009,WD,Normal,265000
